Address,mac address,interface
196.18.2.2,0019.a9bd.7c00,Vlan60
10.103.183.13,00a0.823a.3221,Vlan962
196.18.2.3,3cdf.1e8f.c300,Vlan60
10.103.187.1,0000.0c07.ac01,Vlan187
172.27.40.72,0000.0c07.ac05,Vlan202
10.103.187.14,Incomplete,
10.103.183.2,00a0.823a.70ae,Vlan962
10.103.182.3,3cdf.1e8f.c300,Vlan960
10.103.187.15,Incomplete,
172.27.40.70,0012.0023.5b81,Vlan202
10.103.183.3,00a0.823a.79c6,Vlan962
10.103.182.2,0019.a9bd.7c00,Vlan960
10.103.182.1,0000.0c07.ac01,Vlan960
172.27.40.68,0012.0023.5b80,Vlan202
10.103.183.1,00a0.8251.33d9,Vlan962
10.103.183.6,00a0.823a.70bf,Vlan962
172.27.40.67,08cc.6828.3640,Vlan202
192.168.54.130,0019.a9bd.7c00,Vlan876
10.103.183.7,00a0.823a.793e,Vlan962
192.168.54.131,3cdf.1e8f.c300,Vlan876
172.27.40.66,08cc.6828.36c0,Vlan202
192.168.148.33,0000.0c07.ac01,Vlan911
10.103.187.8,Incomplete,
10.103.182.5,70ca.9bf0.0012,Vlan960
172.27.40.65,0000.0c07.ac01,Vlan202
10.103.183.4,00a0.823b.ac99,Vlan962
192.168.148.34,0019.a9bd.7c00,Vlan911
10.103.187.9,Incomplete,
10.103.182.4,70ca.9bf0.0011,Vlan960
10.103.183.5,00a0.823b.4fb8,Vlan962
192.168.148.35,3cdf.1e8f.c300,Vlan911
192.168.54.129,0000.0c07.ac01,Vlan876
10.103.187.54,0019.b9e4.4a4b,Vlan187
10.103.182.56,0010.e020.c8e6,Vlan960
192.168.221.81,0014.f677.1020,Vlan580
10.103.182.62,0020.4ad8.ac30,Vlan960
10.103.182.61,0020.4ad8.ac1c,Vlan960
192.168.221.82,0019.a9bd.7c00,Vlan580
192.168.221.93,0019.a9bd.7c00,GigabitEthernet9/38
10.103.9.142,Incomplete,
10.103.186.61,Incomplete,
10.103.187.60,00a0.6e00.2268,Vlan187
10.103.187.61,00a0.6e00.2269,Vlan187
192.168.221.94,3cdf.1e8f.bc80,GigabitEthernet9/38
10.103.182.48,0020.4ad8.ac35,Vlan960
10.103.182.54,0003.ba19.3ed7,Vlan960
10.103.182.53,0040.5302.cf2d,Vlan960
192.168.26.156,0019.a9bd.7c00,Vlan925
10.103.182.52,0040.5302.b278,Vlan960
192.168.26.157,3cdf.1e8f.c300,Vlan925
10.103.9.148,Incomplete,
10.103.187.38,0000.c3c3.c3c5,Vlan187
10.103.187.39,0000.c3c3.c3c6,Vlan187
10.103.187.36,0000.c3c3.c3c8,Vlan187
192.168.26.129,0000.0c07.ac01,Vlan925
10.103.187.34,0000.c4c4.c4c4,Vlan187
10.103.186.35,3cdf.1e8f.c300,Vlan948
10.103.182.46,0090.e804.e8a6,Vlan960
10.103.187.35,0000.c3c3.c3c4,Vlan187
10.103.186.34,0019.a9bd.7c00,Vlan948
10.103.182.45,00e0.6220.a5ae,Vlan960
10.103.187.32,0000.c7c7.c7c7,Vlan187
10.103.186.33,0000.0c07.ac01,Vlan948
10.103.187.33,0000.cece.cece,Vlan187
10.103.182.35,00a0.9c02.065c,Vlan960
192.168.55.165,0019.a9bd.7c00,Vlan867
192.168.55.164,0000.0c07.ac01,Vlan867
10.103.187.42,0000.c5c5.c5c5,Vlan187
10.103.182.37,0003.6bbd.a160,Vlan960
10.103.187.40,0000.c3c3.c3c7,Vlan187
10.103.187.41,0000.ddc3.c3c4,Vlan187
10.103.182.36,00a0.9c02.065e,Vlan960
